track	layer	group	expert	W	S	Q	dense_top1_wins	dense_top1_share	n_tokens
prefill	2	finance_neutral	167	0.014422809239548862	0.05102040816326531	0.2826870610951577	4	0.04081632653061224	98
prefill	2	nonfinance_consequence	57	0.06330043569595643	0.1443850267379679	0.4384141287090316	12	0.06417112299465241	187
prefill	2	nonfinance_consequence	158	0.0502034929786099	0.41711229946524064	0.1203596562435904	11	0.058823529411764705	187
prefill	2	nonfinance_consequence	153	0.046220887173297115	0.39037433155080214	0.11840145070419945	2	0.0106951871657754	187
prefill	2	nonfinance_consequence	84	0.03324180934390985	0.1443850267379679	0.23023030915967194	9	0.0481283422459893	187
prefill	2	nonfinance_consequence	11	0.032332684425676717	0.17647058823529413	0.18321854507883473	12	0.06417112299465241	187
prefill	2	nonfinance_consequence	41	0.03211413282165215	0.22994652406417113	0.13965913575927796	7	0.0374331550802139	187
prefill	2	nonfinance_consequence	129	0.029232501592888767	0.13903743315508021	0.21024914607193074	12	0.06417112299465241	187
prefill	2	nonfinance_consequence	219	0.025383726374536744	0.15508021390374332	0.16368127007028865	8	0.0427807486631016	187
prefill	2	nonfinance_consequence	89	0.02379507657460922	0.13368983957219252	0.17798717277807696	11	0.058823529411764705	187
prefill	2	nonfinance_consequence	217	0.023369137423030685	0.2192513368983957	0.10658606580748142	1	0.0053475935828877	187
prefill	2	nonfinance_consequence	106	0.022928722082195423	0.1925133689839572	0.11910197303807067	4	0.0213903743315508	187
prefill	2	nonfinance_consequence	59	0.021366598369815987	0.11764705882352941	0.18161608614343588	8	0.0427807486631016	187
prefill	2	nonfinance_neutral	158	0.07005866545410518	0.42245989304812837	0.1658350688597173	17	0.09090909090909091	187
prefill	2	nonfinance_neutral	57	0.06343007215351679	0.13368983957219252	0.47445693970830555	12	0.06417112299465241	187
prefill	2	nonfinance_neutral	153	0.047930744226332006	0.39037433155080214	0.12278149548389157	6	0.03208556149732621	187
prefill	2	nonfinance_neutral	41	0.037005938589393335	0.25668449197860965	0.14416896908784485	9	0.0481283422459893	187
prefill	2	nonfinance_neutral	11	0.03471163428687895	0.20320855614973263	0.17081777925385166	12	0.06417112299465241	187
prefill	2	nonfinance_neutral	106	0.027075789236105003	0.23529411764705882	0.11507210425344626	4	0.0213903743315508	187
prefill	2	nonfinance_neutral	129	0.025903241266751083	0.10695187165775401	0.24219530584412263	12	0.06417112299465241	187
prefill	2	nonfinance_neutral	219	0.0244269194961455	0.13368983957219252	0.18271335783116835	7	0.0374331550802139	187
prefill	2	nonfinance_neutral	217	0.02280415399713245	0.23529411764705882	0.09691765448781292	0	0.0	187
prefill	2	nonfinance_neutral	59	0.020597344298547017	0.11764705882352941	0.17507742653764966	4	0.0213903743315508	187
prefill	2	nonfinance_neutral	52	0.019204410859595854	0.11229946524064172	0.17101070622592499	8	0.0427807486631016	187
prefill	2	nonfinance_neutral	237	0.01879095780354597	0.13368983957219252	0.14055636437052385	5	0.026737967914438502	187
prefill	2	finance	158	0.06150748317921818	0.4371859296482412	0.1406895304903956	20	0.10050251256281408	199
prefill	2	finance	57	0.05925373349683274	0.12562814070351758	0.4716597186347886	12	0.06030150753768844	199
prefill	2	finance	153	0.04439201313860841	0.36683417085427134	0.12101384403538458	2	0.010050251256281407	199
prefill	2	finance	11	0.032147913538130506	0.18592964824120603	0.17290364308345865	12	0.06030150753768844	199
prefill	2	finance	41	0.031808159553285704	0.22110552763819097	0.1438596307069058	7	0.035175879396984924	199
prefill	2	finance	217	0.02697780179546184	0.2663316582914573	0.10129401051503598	1	0.005025125628140704	199
prefill	2	finance	129	0.026266512229870777	0.11557788944723618	0.2272624319019254	12	0.06030150753768844	199
prefill	2	finance	106	0.02540833550001707	0.21105527638190955	0.12038711344055707	4	0.020100502512562814	199
prefill	2	finance	219	0.024268457584650054	0.1407035175879397	0.17247939497662004	7	0.035175879396984924	199
prefill	2	finance	84	0.020510244911391605	0.10552763819095477	0.19435898749366332	5	0.02512562814070352	199
prefill	2	finance	59	0.019153809180832433	0.10050251256281408	0.1905804013492827	8	0.04020100502512563	199
prefill	2	finance	52	0.017173632172416572	0.09547738693467336	0.17987120012162622	8	0.04020100502512563	199
prefill	2	nonfinance	57	0.0633652539247366	0.13903743315508021	0.45574240322791326	24	0.06417112299465241	374
prefill	2	nonfinance	158	0.06013107921635751	0.4197860962566845	0.14324218870648223	28	0.0748663101604278	374
prefill	2	nonfinance	153	0.0470758156998146	0.39037433155080214	0.12059147309404562	8	0.0213903743315508	374
